id,status2021EN,status2021HE,surnameHE,givenNameHE,surnameEN,givenNameEN,genderEN,genderHE,nationalityEN,nationalityHE,religionEN,religionHE,religiousityEN,religiousityHE,ethnicityEN,ethnicityHE,birthCountryEN,birthCountryHE,birthYear,majorChildhoodCityHE,majorChildhoodCityEN,citySocio,highschoolHE,educationTypeEN,educationTypeHE,armyServiceEN,armyServiceHE,mainLegalEducationEN,mainLegalEducationHE,mainLegalEducationTypeInstEN,mainLegalEducationTypeInstHE,YearFisrtDegreeGraduation,typeAdvancedLegalEducationEN,typeAdvancedLegalEducationHE,universityAdvancedLegalEducationEN,universityAdvancedLegalEducationHE,yearAdvancedLegalEducation,otherAdvancedEducationHE,placeOfInternshipEN,placeOfInternshipHE,yearOfBecomingLawyer,lastPositionBeforeJudgeshipEN,lastPositionBeforeJudgeshipEN,position1EN,position1HE,court1NameEN,court1NameHE,position1Year,position2EN,position2HE,court2NameEN,court2NameHE,position2Year,position3EN,position3HE,court3NameEN,court3NameHE,position3Year,position4EN,position4HE,court4NameEN,court4NameHE,position4Year,position5EN,position5HE,court5NameEN,court5NameHE,position5Year,position6EN,position6HE,court6NameEN,court6NameHE,position6Year,position7EN,position7HE,court7NameEN,court7NameHE,position7Year,position8EN,position8HE,court8NameEN,court8NameHE,position8Year,everInSupremeCourt,everInSupremeStartYear1,everInSupremeEndYear1,everInSupremeStartYear2,everInSupremeEndYear2,everInDistrict,everInDistrictStartYear1,everInDistrictEndYear1,everInDistrictStartYear2,everInDistrictEndYear2,everInMagistrate,everInMagistrateStartYear1,everInMagistrateEndYear1,everInMagistrateStartYear2,everInMagistrateEndYear2,everInLaborRegional,everInLaborRegionalStartYear1,everInLaborRegionalEndYear1,everInLaborRegionalStartYear2,everInLaborRegionalEndYear2,everInLaborNational,everInLaborNationalStartYear,everInLaborNationalEndYear,endOfCareerEN,endOfCareerHE,endOfCareerYear,comments,ageOfEnteringJudgeship,xpInFirstNom,ageOfRetirement,JudgeshipxpInRet
1105,Active,פעיל\ה,פורת,ארז,Porat,cedar,Male,זכר,Jew,יהודי,Jew,יהודי\ה,Jew - Orthodox Background,דתי אורותודכסי,Ashkenazi,אשכנזי\ה,Israel\Palestine,ישראל\פלשתינה,1968,חיפה,Haifa,7,ישיבה תיכונית יבנה חיפה,religious (state and independent),דתי (ממלכתי\עצמאי),Army Service,Army Service,Bar Ilan University ,אוניברסיטת בר אילן,University,אוניברסיטה,1990,Masters,Masters,Bar Ilan University (BIU),אוניברסיטת בר אילן,1996,לא ידוע,IDF,"צה""ל",1992,"Security Forces (Police, IDF, ISA) ","כוחות הבטחון (צה""ל, משטרה, שב""כ)",Judge,שיפוט,District - Haifa,מחוזי- חיפה,2016,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE,null,null,,,TRUE,2016,9999,,,FALSE,,,,,FALSE,,,,,FALSE,,,null,null,9999,,48,24,FALSE,null
1106,Active,פעיל\ה,פורת ,דורון,Porat,Doron,Male,זכר,Jew,יהודי,Jew,יהודי\ה,Jew - no religious background,ללא רקע דתי,Ashkenazi,אשכנזי\ה,Israel\Palestine,ישראל\פלשתינה,1958,ירושלים,Jerusalem,3,"""בית חינוך"" בירושלים",state-secular,ממלכתי,Army Service,Army Service,Tel Aviv University,אוניברסיטת תל אביב,University,אוניברסיטה,1988,Masters,Masters,University of Haifa,אוניברסיטת חיפה,2006,לא ידוע,Public Prosecutor ,פרקליטות המדינה,1989,Public Prosecutor,פרקליטות המדינה,Judge,שיפוט,Magistrate - Northern District,שלום- מחוז צפון,2002,Vice President,"סגנות לנשיאות בימ""ש",Magistrate - Northern District,שלום- מחוז צפון,2013,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE,null,null,,,FALSE,,,,,TRUE,2002,9999,,,FALSE,,,,,FALSE,,,null,null,9999,-99,44,13,FALSE,null
1107,Inactive,אינו פעיל\ אינה פעילה,פורת חיים,חיים,,Haim,Male,זכר,Jew,יהודי,Jew,יהודי\ה,Unknown,לא ידוע,Ashkenazi,אשכנזי\ה,West-North Europe,מערב וצפון אירופה,1931,קריית מוצקין,Kiryat Motzkin,7,null,Unknown,לא ידוע,Army Service,Army Service,Hebrew University of Jerusalem,האוניברסיטה העברית בירושלים,University,אוניברסיטה,1954,Unknown,לא ידוע,Unknown,לא ידוע,null,לא ידוע,Unknown,לא ידוע,1954,Law Firm,"משרד עו""ד",Judge,שיפוט,Magistrate - Tel Aviv-Jaffa,שלום- תל אביב יפו,1973,Judge,שיפוט,District - Tel Aviv-Jaffa,מחוזי- תל אביב יפו,1977,Vice President,"סגנות נשיאות בימ""ש",District - Jerusalem,מחוזי- ירושלים,1996,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE,null,null,,,TRUE,1977,2001,,,TRUE,1973,1976,,,FALSE,,,,,FALSE,,,Retired,פרישה לגמלאות,2001,,42,19,70,28
1108,Active,פעיל\ה,שרון-גרין ,דלית,Sharon Green,Dalit,Female,נקבה,Jew,יהודי,Jew,יהודי\ה,Unknown,לא ידוע,Unknown,לא ידוע,Israel\Palestine,ישראל\פלשתינה,1963,לא ידוע,Unknown,null,null,Unknown,לא ידוע,Army Service,Army Service,University of Haifa,אוניברסיטת חיפה,University,אוניברסיטה,1996,Masters,Masters,Bar Ilan University (BIU),אוניברסיטת בר אילן,2002,ראשון באנגלית והוראה חיפה,Public Prosecutor ,פרקליטות המדינה,1996,Public Prosecutor,פרקליטות המדינה,Judge - specialty,שיפוט (מומחיות),Magistrate - Northern District,שלום- מחוז צפון,2009,Judge,שיפוט,Magistrate - Nazareth,שלום- נצרת,2013,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE,null,null,,,FALSE,,,,,TRUE,2009,9999,,,FALSE,,,,,FALSE,,,null,null,9999,-99,46,13,FALSE,null
1109,Active,פעיל\ה,תדמור-זמיר טל,טל,Palmyra-Tal Zamir,Tal,Female,נקבה,Jew,יהודי,Jew,יהודי\ה,Unknown,לא ידוע,Ashkenazi,אשכנזי\ה,Israel\Palestine,ישראל\פלשתינה,1970,לא ידוע,Unknown,null,null,Unknown,לא ידוע,Army Service,Army Service,Bar Ilan University ,אוניברסיטת בר אילן,University,אוניברסיטה,1996,Unknown,לא ידוע,Unknown,לא ידוע,null,לא ידוע,Public Prosecutor ,פרקליטות המדינה,1997,"Security Forces (Police, IDF, ISA) ","כוחות הבטחון (צה""ל, משטרה, שב""כ)",Judge,שיפוט,Magistrate - Krayot,שלום- קריות,2009,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE,null,null,,,FALSE,,,,,TRUE,2009,9999,,,FALSE,,,,,FALSE,,,null,null,9999,-99,39,12,FALSE,null
1110,Inactive,אינו פעיל\ אינה פעילה,"פיאלקוב עמיקם ז""ל",עמיקם,,Amikam,Male,זכר,Jew,יהודי,Jew,יהודי\ה,Unknown,לא ידוע,Ashkenazi,אשכנזי\ה,Israel\Palestine,ישראל\פלשתינה,1931,פתח תקווה,Petah Tikva,7,null,Unknown,לא ידוע,Army Service,Army Service,Hebrew University of Jerusalem,האוניברסיטה העברית בירושלים,University,אוניברסיטה,Unknown,Unknown,לא ידוע,Unknown,לא ידוע,null,לא ידוע,Law Firm,"משרד עו""ד",1956,Law Firm,"משרד עו""ד",Judge,שיפוט,Magistrate - Tel Aviv-Jaffa,שלום- תל אביב יפו,1972,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE,null,null,,,FALSE,,,,,TRUE,1972,1987,,,FALSE,,,,,FALSE,,,Retired,פרישה לגמלאות,1987,פרישה מוקדמת מטעם לא ידוע; נפטר 1993,41,16,56,15
1111,Inactive,אינו פעיל\ אינה פעילה,פיזם חיים,חיים,Chanted life,Haim,Male,זכר,Jew,יהודי,Jew,יהודי\ה,Jew - Orthodox Background,דתי אורותודכסי,Ashkenazi,אשכנזי\ה,Israel\Palestine,ישראל\פלשתינה,1936,לא ידוע,Unknown,null,ישיבת כרם ביבנה,religious (state and independent),דתי (ממלכתי\עצמאי),Army Service,Army Service,Tel Aviv University,אוניברסיטת תל אביב,University,אוניברסיטה,1962,Masters,Masters,Hebrew University of Jerusalem (HUJI),האוניברסיטה העברית בירושלים,1971,"לימודי ישיבה; עו""ס - העברית",Law Firm,"משרד עו""ד",1964,Government department/agency,משרד או רשות ממשלתית,Judge,שיפוט,Magistrate - Haifa District,שלום- מחוז חיפה,1974,Judge,שיפוט,District - Haifa,מחוזי- חיפה,1982,Vice President,"סגנות נשיאות בימ""ש",District - Haifa,מחוזי- חיפה,1999,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE,null,null,,,TRUE,1982,2006,,,TRUE,1974,1981,,,FALSE,,,,,FALSE,,,Retired,פרישה לגמלאות,2006,,38,10,70,32
1112,Inactive,אינו פעיל\ אינה פעילה,פיילס בן,בן,arrow Ben,son,Male,זכר,Jew,יהודי,Jew,יהודי\ה,Unknown,לא ידוע,Unknown,לא ידוע,North America,צפון אמריקה,1943,לא ידוע,Unknown,null,null,Unknown,לא ידוע,Unknown,Unkown,North America,צפון אמריקה,Abroad,"חו""ל",1968,Unknown,לא ידוע,Unknown,לא ידוע,null,"ראשון פסיכולוגיה - ארה""ב",Law Firm,"משרד עו""ד",1978,"Security Forces (Police, IDF, ISA) ","כוחות הבטחון (צה""ל, משטרה, שב""כ)",Judge - specialty,שיפוט (מומחיות),Magistrate - Unknown,שלום- לא ידוע,1993,Acting Judge,שיפוט בפועל,Magistrate - Northern District,שלום- מחוז צפון,1996,Judge,שיפוט,Magistrate - Northern District,שלום- מחוז צפון,1997,Vice President,"סגנות נשיאות בימ""ש",Magistrate - Northern District,שלום- מחוז צפון,2007,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE,null,null,,,FALSE,,,,,TRUE,1993,2010,,,FALSE,,,,,FALSE,,,Retired,פרישה לגמלאות,2010,,50,15,67,17
1113,Inactive,אינו פעיל\ אינה פעילה,פיינברג שמעון,שמעון,Shimon Feinberg,Simon,Male,זכר,Jew,יהודי,Jew,כ,Jew - no religious background,ללא רקע דתי,Ashkenazi,אשכנזי\ה,North America,צפון אמריקה,1958,ירושלים,Jerusalem,3,גמנסיה העברית,state-secular,ממלכתי,Army Service,Army Service,Hebrew University of Jerusalem,האוניברסיטה העברית בירושלים,University,אוניברסיטה,1984,Unknown,לא ידוע,Unknown,לא ידוע,null,לא ידוע,Law Firm,"משרד עו""ד",1986,Law Firm,"משרד עו""ד",Judge,שיפוט,Magistrate - Jerusalem,שלום- ירושלים,1995,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE,null,null,,,FALSE,,,,,TRUE,1995,2013,,,FALSE,,,,,FALSE,,,Retired,פרישה לגמלאות,2013,פרישה מוקדמת מטעם לא ידוע,37,9,55,18
1114,Inactive,אינו פעיל\ אינה פעילה,"פיכמן אליעזר ז""ל",אליעזר,,Eliezer,Male,זכר,Jew,יהודי,Jew,יהודי\ה,Jew - no religious background,ללא רקע דתי,Ashkenazi,אשכנזי\ה,West-North Europe,מערב וצפון אירופה,1926,תל אביב -יפו,Tel Aviv Jaffa,8,גמנסיה הרצליה,state-secular,ממלכתי,Army Service,Army Service,Tel Aviv University,אוניברסיטת תל אביב,University,אוניברסיטה,1955,Unknown,לא ידוע,Unknown,לא ידוע,null,תעודת הוראה,Law Firm,"משרד עו""ד",1956,Law Firm,"משרד עו""ד",Judge,שיפוט,Magistrate - Unknown,שלום- לא ידוע,1978,Judge,שיפוט,District - Haifa,מחוזי- חיפה,1988,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE,null,null,,,TRUE,1988,1993,,,TRUE,1978,1987,,,FALSE,,,,,FALSE,,,Retired,פרישה לגמלאות,1993,נפטר 2010,52,22,67,15
1115,Inactive,אינו פעיל\ אינה פעילה,"פינקלמן שמואל ז""ל",שמואל,Finkelman Samuel late,Samuel,Male,זכר,Jew,יהודי,Jew,יהודי\ה,Unknown,לא ידוע,Ashkenazi,אשכנזי\ה,Eastern Europe,מזרח אירופה,1932,חדרה,Hadera,6,null,Unknown,לא ידוע,Army Service,Army Service,Hebrew University of Jerusalem,האוניברסיטה העברית בירושלים,University,אוניברסיטה,1956,Unknown,לא ידוע,Unknown,לא ידוע,null,לא ידוע,Law Firm,"משרד עו""ד",1961,Law Firm,"משרד עו""ד",Judge,שיפוט,District - Jerusalem,מחוזי- ירושלים,1983,Judge,שיפוט,District - Haifa,מחוזי- חיפה,1992,Vice President,"סגנות נשיאות בימ""ש",District - Haifa,מחוזי- חיפה,2000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE,null,null,,,TRUE,1983,2002,,,FALSE,,,,,FALSE,,,,,FALSE,,,Retired,פרישה לגמלאות,2002,נפטר 2010,51,22,70,19
1116,Active,פעיל\ה,פינקלשטיין ,מנחם,,comfort,Male,זכר,Jew,יהודי,Jew,יהודי\ה,Jew - Orthodox Background,דתי אורותודכסי,Ashkenazi,אשכנזי\ה,Israel\Palestine,ישראל\פלשתינה,1951,תל אביב -יפו,Tel Aviv Jaffa,8,"עירוני ב ""צייטלין"" בת""א",religious (state and independent),דתי (ממלכתי\עצמאי),Army Service,Army Service,Tel Aviv University,אוניברסיטת תל אביב,University,אוניברסיטה,1973,PhD,PhD,Bar Ilan University (BIU),אוניברסיטת בר אילן,1989,לא ידוע,IDF,"צה""ל",1976,"Security Forces (Police, IDF, ISA) ","כוחות הבטחון (צה""ל, משטרה, שב""כ)",Judge,שיפוט,District - Haifa,מחוזי- חיפה,2005,Judge,שיפוט,District - Center,מחוזי- מרכז,2008,Vice President,"סגנות נשיאות בימ""ש",District - Center,מחוזי- מרכז,2012,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE,null,null,,,TRUE,2005,9999,,,FALSE,,,,,FALSE,,,,,FALSE,,,null,null,9999,"שילב בתואר הראשון עם בלשנות היה הפצ""ר",54,29,FALSE,null
1117,Inactive,אינו פעיל\ אינה פעילה,פינשטיין הרן,הרן,,Hearn,Male,זכר,Jew,יהודי,Jew,יהודי\ה,Jew - no religious background,ללא רקע דתי,Ashkenazi,אשכנזי\ה,Unknown,לא ידוע,1942,רחובות,Blocks,7,תיכון מאוחד,state-secular,ממלכתי,Unknown,Unkown,Hebrew University of Jerusalem,האוניברסיטה העברית בירושלים,University,אוניברסיטה,1966,Unknown,לא ידוע,Unknown,לא ידוע,null,"שני בקרימינולוגיה - ארה""ב",Law Firm,"משרד עו""ד",1968,Law Firm,"משרד עו""ד",Judge,שיפוט,Magistrate - Unknown,שלום- לא ידוע,1988,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE,null,null,,,FALSE,,,,,TRUE,1988,2009,,,FALSE,,,,,FALSE,,,Retired,פרישה לגמלאות,2009,,46,20,67,21
1118,Active,פעיל\ה,אב-גנים ויינשטיין ,מאיה,Father-gene Weinstein,Maya,Female,נקבה,Jew,יהודי,Jew,יהודי\ה,Unknown,לא ידוע,Unknown,לא ידוע,Israel\Palestine,ישראל\פלשתינה,1975,חוץ לארץ,abroad,null,null,Unknown,לא ידוע,Army Service,Army Service,Hebrew University of Jerusalem,האוניברסיטה העברית בירושלים,University,אוניברסיטה,2000,Masters,Masters,Hebrew University of Jerusalem (HUJI),האוניברסיטה העברית בירושלים,2001,לא ידוע,Unknown,לא ידוע,2001,Law Firm,"משרד עו""ד",Registrar,רשמות,Magistrate - Jerusalem,שלום- ירושלים,2010,Senior Registrar,רשמות בכירה,Magistrate - Jerusalem,שלום- ירושלים,2012,Judge,שיפוט,Magistrate - Jerusalem,שלום- ירושלים,2015,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE,null,null,,,FALSE,,,,,TRUE,2010,9999,,,FALSE,,,,,FALSE,,,null,null,9999,-99,35,9,FALSE,null
1119,Active,פעיל\ה,פירר,מרדכי מוטי,Firer,Mordechai Moti,Male,זכר,Jew,יהודי,Jew,יהודי\ה,Jew - Orthodox Background,דתי אורותודכסי,Ashkenazi,אשכנזי\ה,Israel\Palestine,ישראל\פלשתינה,1973,גזר,Carrot,8,ישיבה תיכונית שעלבים,religious (state and independent),דתי (ממלכתי\עצמאי),Army Service,Army Service,Bar Ilan University ,אוניברסיטת בר אילן,University,אוניברסיטה,2003,Masters,Masters,Bar Ilan University (BIU),אוניברסיטת בר אילן,2004,ראשון חינוך מכללת הרצוג,Law Firm,"משרד עו""ד",2004,Law Firm,"משרד עו""ד",Judge,שיפוט,Magistrate - Center District,שלום- מחוז מרכז,2016,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE,null,null,,,FALSE,,,,,TRUE,2016,9999,,,FALSE,,,,,FALSE,,,null,null,9999,,43,12,FALSE,null
1120,Active,פעיל\ה,פיש ,דניאל צבי,Fish,Daniel Tsvi,Male,זכר,Jew,יהודי,Jew,יהודי\ה,Unknown,לא ידוע,Ashkenazi,אשכנזי\ה,North America,צפון אמריקה,1958,חוץ לארץ,abroad,null,null,Unknown,לא ידוע,Army Service,Army Service,Tel Aviv University,אוניברסיטת תל אביב,University,אוניברסיטה,1991,Unknown,לא ידוע,Unknown,לא ידוע,null,לא ידוע,District Court,"בימ""ש מחוזי",1992,Civil Society (NGO),חברה אזרחית,Judge,שיפוט,Magistrate - Haifa,שלום- חיפה,2004,Judge,שיפוט,District - Haifa,מחוזי- חיפה,2012,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE,null,null,,,TRUE,2012,9999,,,TRUE,2004,2011,,,FALSE,,,,,FALSE,,,null,null,9999,"בשנת 1995 הוסמך כעו""ד בקליפורניה",46,12,FALSE,null
1121,Active,פעיל\ה,אופק ,סגלית,Ofek,Sigalit,Female,נקבה,Jew,יהודי,Jew,יהודי\ה,Jew - no religious background,ללא רקע דתי,Unknown,לא ידוע,Israel\Palestine,ישראל\פלשתינה,1974,חולון,Holon,6,בית ספר קוגל,state-secular,ממלכתי,Army Service,Army Service,College of Management,המכללה למנהל,College,מכללה,1999,Masters,Masters,Hebrew University of Jerusalem (HUJI),האוניברסיטה העברית בירושלים,2001,לא ידוע,Court - other,"בימ""ש אחר",2000,Judiciary (law clerks),סגל עזר שיפוטי,Registrar,רשמות,Magistrate (family) - Ramat Gan,שלום (משפחה)- רמת גן,2010,Judge,שיפוט,Magistrate - Tel Aviv-Jaffa,שלום- תל אביב יפו,2013,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE,null,null,,,FALSE,,,,,TRUE,2010,9999,,,FALSE,,,,,FALSE,,,null,null,9999,-99,36,10,FALSE,null
1122,Active,פעיל\ה,פישר ,נחשון,Fisher,Nahshon,Male,זכר,Jew,יהודי,Jew,יהודי\ה,Jew - no religious background,ללא רקע דתי,Ashkenazi,אשכנזי\ה,Israel\Palestine,ישראל\פלשתינה,1963,חיפה,Haifa,7,"ביה""ס הריאלי בחיפה",state-secular,ממלכתי,Army Service,Army Service,Tel Aviv University,אוניברסיטת תל אביב,University,אוניברסיטה,1992,Unknown,לא ידוע,Unknown,לא ידוע,null,לא ידוע,Law Firm,"משרד עו""ד",1994,Law Firm,"משרד עו""ד",Judge - specialty,שיפוט (מומחיות),Magistrate - Center District,שלום- מחוז מרכז,2012,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE,null,null,,,FALSE,,,,,TRUE,2012,9999,,,FALSE,,,,,FALSE,,,null,null,9999,-99,49,18,FALSE,null
1123,Active,פעיל\ה,פלג ,רונן,faction,Ronen,Male,זכר,Jew,יהודי,Jew,יהודי\ה,Jew - no religious background,ללא רקע דתי,Unknown,לא ידוע,Israel\Palestine,ישראל\פלשתינה,1971,כפר סבא,Kfar Saba,8,אורט בכפר סבא,state-secular,ממלכתי,Army Service,Army Service,College of Management,המכללה למנהל,College,מכללה,1998,Unknown,לא ידוע,Unknown,לא ידוע,null,לא ידוע,Law Firm,"משרד עו""ד",1999,Law Firm,"משרד עו""ד",Judge,שיפוט,Magistrate - Center District,שלום- מחוז מרכז,2013,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE,null,null,,,FALSE,,,,,TRUE,2013,9999,,,FALSE,,,,,FALSE,,,null,null,9999,-99,42,14,FALSE,null
